uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
arxiv:2303.01310v3,Learning Language-Conditioned Deformable Object Manipulation with Graph Dynamics,"Multi-task learning of deformable object manipulation is a challenging problem in robot manipulation. Most previous works address this problem in a goal-conditioned way and adapt goal images to specify different tasks, which limits the multi-task learning performance and can not generalize to new tasks. Thus, we adapt language instruction to specify deformable object manipulation tasks and propose a learning framework. We first design a unified Transformer-based architecture to understand multi-modal data and output picking and placing action. Besides, we have introduced the visible connectivity graph to tackle nonlinear dynamics and complex configuration of the deformable object. Both simulated and real experiments have demonstrated that the proposed method is effective and can generalize to unseen instructions and tasks. Compared with the state-of-the-art method, our method achieves hi",2023,arXiv,Yuhong Deng; Kai Mo; Chongkun Xia; Xueqian Wang,,2303.01310v3,http://arxiv.org/abs/2303.01310v3,arxiv,deformable object manipulation robot learning,concept,deformable,,,robot manipulation; deformable object manipulation,2026-06-12T15:07:36Z,29.500,29.500
doi:10.1177/02783649231191222,Action-conditional implicit visual dynamics for deformable object manipulation,"Manipulating volumetric deformable objects in the real world, like plush toys and pizza dough, brings substantial challenges due to infinite shape variations, non-rigid motions, and partial observability. We introduce ACID, an action-conditional visual dynamics model for volumetric deformable objects based on structured implicit neural representations. ACID integrates two new techniques: implicit representations for action-conditional dynamics and geodesics-based contrastive learning. To represent deformable dynamics from partial RGB-D observations, we learn implicit representations of occupancy and flow-based forward dynamics. To accurately identify state change under large non-rigid deformations, we learn a correspondence embedding field through a novel geodesics-based contrastive loss. To evaluate our approach, we develop a simulation framework for manipulating complex deformable shap",2024,The International Journal of Robotics Research,Bokui Shen; Zhenyu Jiang; Christopher Choy; Silvio Savarese; Leonidas J. Guibas; Anima Anandkumar; Yuke Zhu,10.1177/02783649231191222,,https://doi.org/10.1177/02783649231191222,crossref,world action model robotics,concept,wam,,4,world action model; deformable object manipulation; benchmark; partial observability,2026-06-12T15:07:36Z,27.255,29.255
doi:10.1109/tnnls.2022.3208605,Learning Dynamic Compact Memory Embedding for Deformable Visual Object Tracking,,2024,IEEE Transactions on Neural Networks and Learning Systems,Hongtao Yu; Pengfei Zhu; Kaihua Zhang; Yu Wang; Shuai Zhao; Lei Wang; Tianzhu Zhang; Qinghua Hu,10.1109/tnnls.2022.3208605,,https://doi.org/10.1109/tnnls.2022.3208605,crossref,deformable object manipulation robot learning,concept,deformable,,12,deformable object manipulation,2026-06-12T15:07:36Z,26.682,26.682
doi:10.1145/2494532,Visual object detection with deformable part models,We describe a state-of-the-art system for finding objects in cluttered images. Our system is based on deformable models that represent objects using local part templates and geometric constraints on the locations of parts. We reduce object detection to classification with latent variables. The latent variables introduce invariances that make it possible to detect objects with highly variable appearance. We use a generalization of support vector machines to incorporate latent information during training. This has led to a general framework for discriminative training of classifiers with latent variables. Discriminative training benefits from large training datasets. In practice we use an iterative algorithm that alternates between estimating latent values for positive examples and solving a large convex optimization problem. Practical optimization of this large convex problem can be done ,2013,Communications of the ACM,Pedro Felzenszwalb; Ross Girshick; David McAllester; Deva Ramanan,10.1145/2494532,,https://doi.org/10.1145/2494532,crossref,deformable object manipulation robot learning,concept,deformable,,81,deformable object manipulation; generalization,2026-06-12T15:07:36Z,26.203,27.203
arxiv:2003.08974v1,Latent Space Roadmap for Visual Action Planning of Deformable and Rigid Object Manipulation,"We present a framework for visual action planning of complex manipulation tasks with high-dimensional state spaces such as manipulation of deformable objects. Planning is performed in a low-dimensional latent state space that embeds images. We define and implement a Latent Space Roadmap (LSR) which is a graph-based structure that globally captures the latent system dynamics. Our framework consists of two main components: a Visual Foresight Module (VFM) that generates a visual plan as a sequence of images, and an Action Proposal Network (APN) that predicts the actions between them. We show the effectiveness of the method on a simulated box stacking task as well as a T-shirt folding task performed with a real robot.",2020,arXiv,Martina Lippi; Petra Poklukar; Michael C. Welle; Anastasiia Varava; Hang Yin; Alessandro Marino; Danica Kragic,,2003.08974v1,http://arxiv.org/abs/2003.08974v1,arxiv,action transformer,concept,architecture,,,action transformer,2026-06-12T14:45:03Z,26.200,26.200
doi:10.1109/lra.2022.3227873,Sim-to-Real Transfer for Visual Reinforcement Learning of Deformable Object Manipulation for Robot-Assisted Surgery,,2023,IEEE Robotics and Automation Letters,Paul Maria Scheikl; Eleonora Tagliabue; Balazs Gyenes; Martin Wagner; Diego Dall'Alba; Paolo Fiorini; Franziska Mathis-Ullrich,10.1109/lra.2022.3227873,,https://doi.org/10.1109/lra.2022.3227873,crossref,sim to real robot manipulation,concept,sim2real,,68,robot manipulation; deformable object manipulation; sim to real transfer,2026-06-12T14:45:03Z,25.317,26.317
doi:10.1609/aaai.v40i5.37337,Rethinking Progression of Memory State in Robotic Manipulation: An Object-Centric Perspective,"As embodied agents operate in increasingly complex environments, the ability to perceive, track, and reason about individual object instances over time becomes essential, especially in tasks requiring sequenced interactions with visually similar objects. In non-Markovian settings, critical decision cues lie in object histories rather than the current scene. Without persistent memory of prior interactions (what was used, where it was placed, or how it changed), visuomotor policies may fail, repeat past actions, or overlook completed ones. To surface this challenge, we introduce LIBERO-Mem, a non-Markovian task suite for stress-testing robotic manipulation under object-level partial observability. It combines short- and long-horizon object tracking with temporally sequenced subgoals, requiring reasoning beyond the current frame. However, vision-language-action (VLA) models often struggle i",2026,Proceedings of the AAAI Conference on Artificial Intelligence,Nhat Chung; Taisei Hanyu; Toan Nguyen; Huy Le; Frederick Bumgarner; Duy Minh Ho Nguyen; Khoa Vo; Kashu Yamazaki; Chase Rainwater; Tung Kieu; Anh Nguyen; Ngan Le,10.1609/aaai.v40i5.37337,,https://doi.org/10.1609/aaai.v40i5.37337,crossref,object centric world model,concept,architecture,,2,object centric world model; embodied agent; partial observability; long horizon,2026-06-12T15:07:36Z,25.199,25.199
doi:10.1068/p6899,Object — Position Binding in Visual Short-Term Memory for Sequentially Presented Unfamiliar Stimuli,"The effect of spatial position on visual short-term memory (VSTM) for sequentially presented objects has been investigated relatively little, despite the fact that vision in natural environments is characterised by frequent changes in object position and gaze location. We investigated the effect of reusing previously examined spatial positions on VSTM for object appearance. Observers performed a yes – no recognition task following a memory display comprising briefly presented 1/ f noise discs (ie possessing spectral properties akin to natural images) shown sequentially at random coordinates. At test, single stimuli were presented either at original spatial positions, new positions, or at a fixed central position. Results, interpreted in terms of appearance and position preview effects, indicate that, where original spatial positions were reused at test, memory performance was elevated by",2011,Perception,Raju P Sapkota; Shahina Pardhan; Ian van der Linde,10.1068/p6899,,https://doi.org/10.1068/p6899,crossref,Gaussian splatting robot perception deformable object manipulation,concept,architecture_x_embodiment,,10,Gaussian splatting robot perception; deformable object manipulation,2026-06-12T15:07:36Z,25.199,25.199
doi:10.1007/s40747-023-01048-w,Learning visual-based deformable object rearrangement with local graph neural networks,"Abstract Goal-conditioned rearrangement of deformable objects (e.g. straightening a rope and folding a cloth) is one of the most common deformable manipulation tasks, where the robot needs to rearrange a deformable object into a prescribed goal configuration with only visual observations. These tasks are typically confronted with two main challenges: the high dimensionality of deformable configuration space and the underlying complexity, nonlinearity and uncertainty inherent in deformable dynamics. To address these challenges, we propose a novel representation strategy that can efficiently model the deformable object states with a set of keypoints and their interactions. We further propose local-graph neural network (GNN), a light local GNN learning to jointly model the deformable rearrangement dynamics and infer the optimal manipulation actions (e.g. pick and place) by constructing and ",2023,Complex & Intelligent Systems,Yuhong Deng; Xueqian Wang; Lipeng Chen,10.1007/s40747-023-01048-w,,https://doi.org/10.1007/s40747-023-01048-w,crossref,deformable object manipulation robot learning,concept,deformable,,8,deformable object manipulation,2026-06-12T15:07:36Z,25.049,26.049
arxiv:2303.11057v3,Learning Foresightful Dense Visual Affordance for Deformable Object Manipulation,"Understanding and manipulating deformable objects (e.g., ropes and fabrics) is an essential yet challenging task with broad applications. Difficulties come from complex states and dynamics, diverse configurations and high-dimensional action space of deformable objects. Besides, the manipulation tasks usually require multiple steps to accomplish, and greedy policies may easily lead to local optimal states. Existing studies usually tackle this problem using reinforcement learning or imitating expert demonstrations, with limitations in modeling complex states or requiring hand-crafted expert policies. In this paper, we study deformable object manipulation using dense visual affordance, with generalization towards diverse states, and propose a novel kind of foresightful dense affordance, which avoids local optima by estimating states' values for long-term manipulation. We propose a framework",2023,arXiv,Ruihai Wu; Chuanruo Ning; Hao Dong,,2303.11057v3,http://arxiv.org/abs/2303.11057v3,arxiv,deformable object manipulation robot learning,concept,deformable,,,deformable object manipulation; limitation; generalization,2026-06-12T15:07:36Z,24.800,26.800
